"gene","moduleMembership","GS.trait","moduleName"
"Sys1",0.819078069695588,-0.435113865570397,"brown"
"Taldo1",0.822501557289573,-0.478758095650421,"brown"
"Tbcb",0.82221473149506,-0.370086700581921,"brown"
"Timm8b",0.882051348133233,-0.286566344997879,"brown"
"Tmbim4",0.870829039796946,-0.278002816465851,"brown"
"Tmbim6",0.846465559897115,-0.50581494582207,"brown"
"Tmed3",0.831330539132533,-0.482545736314136,"brown"
"Tmem69",0.800351553784019,-0.297751715644163,"brown"
"Tpd52l2",0.827307451338615,-0.317710930310166,"brown"
"Trap1",0.831842311943938,-0.352523025952895,"brown"
"Trappc3",0.892695929365711,-0.46155757921032,"brown"
"Tspan6",0.811085220843823,-0.509918341192111,"brown"
"Tufm",0.907549911926423,-0.646086502395576,"brown"
"Txn1",0.890201180955827,-0.299614751178157,"brown"
"Txn2",0.908115909197669,-0.51803749455362,"brown"
"Txnl1",0.805742502664137,-0.45212656622769,"brown"
"Uba52",0.884215046940021,-0.554226717556562,"brown"
"Ube2l3",0.856646259250467,-0.449262865900586,"brown"
"Ubl5",0.828022687763046,-0.429053607770414,"brown"
"Uqcc3",0.86508141099578,-0.469492674031046,"brown"
"Uqcr10",0.961957485210942,-0.568087128366951,"brown"
"Uqcr11",0.960171023546712,-0.564951770481444,"brown"
"Uqcrfs1",0.858882679735908,-0.345251827559614,"brown"
"Uqcrh",0.870726697551609,-0.528574145936192,"brown"
"Uqcrq",0.898290927159886,-0.545384803152365,"brown"
"Usp5",0.860620267325359,-0.380917946907287,"brown"
"Vcp",0.815430604565096,-0.437044954841664,"brown"
"Vdac3",0.868180497578069,-0.341874764577155,"brown"
"Wdr36",0.832982933550837,-0.410040745645193,"brown"
"Yipf5",0.866924904293996,-0.471971573094496,"brown"
"Zbtb8os",0.863011683613901,-0.266325323926045,"brown"
"__ambiguous",0.836256332342018,-0.500413622710758,"brown"
"Aco2",0.846130011019688,-0.545723584341401,"blue"
"Akr1b1",0.817805090003563,-0.54794135302038,"blue"
"Aldh7a1",0.882944178114776,-0.611369984614967,"blue"
"Aprt",0.869727939339255,-0.656310385066103,"blue"
"Atp5f1c",0.864405338850193,-0.509918579838164,"blue"
"Atp5mc2",0.832558544892256,-0.316909640784862,"blue"
"Atp5mc3",0.858313741121138,-0.241324124837198,"blue"
"Azin1",0.872854806411937,-0.260798478291239,"blue"
"Bap1",0.849990602539934,-0.429883397088039,"blue"
"Btf3",0.867724434698737,-0.520735937970782,"blue"
"Calm2",0.878770832423341,-0.435949160061333,"blue"
"Ccdc12",0.834299669333229,-0.412948410882839,"blue"
"Ccnq",0.81028822276,-0.616481418853708,"blue"
"Cct3",0.880470219466486,-0.270613711666422,"blue"
"Cct5",0.826206274026964,-0.479185351082282,"blue"
"Cd48",0.933411203418905,-0.56229909408862,"blue"
"Cfl1",0.897487197521541,-0.436241413298866,"blue"
"Ciao2a",0.815379056821605,-0.365348230858916,"blue"
"Cnpy2",0.811933820902039,-0.46022836116618,"blue"
"Copb2",0.867071250235135,-0.29855174929175,"blue"
"Cops8",0.835156726537607,-0.465369401094867,"blue"
"Cox4i1",0.847953643017125,-0.660733723012842,"blue"
"Cox7a2l",0.920184977738638,-0.495480064815762,"blue"
"Cox7c",0.849960900896311,-0.417330658387774,"blue"
"Ctsl",0.842640666698027,-0.404808971944973,"blue"
"Degs1",0.828361846068575,-0.517869618725812,"blue"
"Dpm1",0.804453898116892,-0.333344058871642,"blue"
"Eef1b2",0.957691549782483,-0.380975006918858,"blue"
"Eef1g",0.864673443113587,-0.58633503340678,"blue"
"Eif1",0.845555083048963,-0.426760472005859,"blue"
"Eif3e",0.824204461150163,-0.285492583814497,"blue"
"Eif3f",0.844769461323168,-0.453886379495375,"blue"
"Eif3i",0.837902430537259,-0.219754301359325,"blue"
"Erap1",0.87600505600617,-0.464493421943223,"blue"
"Erp44",0.843207995033036,-0.308607480730818,"blue"
"Fbxo6",0.828970027289451,-0.479316848946852,"blue"
"Gng11",0.855849029011909,-0.62938834311737,"blue"
"Gstp1",0.897641258945832,-0.607565027879211,"blue"
"H2az2",0.817597696408692,-0.244838512593908,"blue"
"H3f3b",0.883664661957232,-0.395928580710377,"blue"
"Hscb",0.822456186414846,-0.692261158450035,"blue"
"Impdh2",0.809087324611398,-0.289830587879114,"blue"
"Itm2b",0.870179402803597,-0.489713586659139,"blue"
"Itm2c",0.835091778233792,-0.302282848171074,"blue"
"LOC100360522",0.841775708635423,-0.492125156571847,"blue"
"LOC102555453",0.873719996452867,-0.420272544713824,"blue"
"LOC103690996",0.896886448704298,-0.454268743057085,"blue"
"LOC120102992",0.801687071287431,-0.244992661669504,"blue"
"LOC683456",0.821765453365261,-0.500637905984336,"blue"
"Leprotl1",0.872617397296269,-0.488219639902021,"blue"
"Lman2",0.860056325003782,-0.435339515612283,"blue"
"Lysmd2",0.856888354244868,-0.448492647397475,"blue"
"Mbd2",0.839288093035135,-0.450261224970735,"blue"
"Mdh2",0.810744926334714,-0.433289075751226,"blue"
"Med20",0.839251398299302,-0.453984153949153,"blue"
"Med21",0.84013331655304,-0.437006234163852,"blue"
"Mgp",0.83636756220885,-0.528744958428747,"blue"
"Mipep",0.842472431856041,-0.499717209073252,"blue"
"Mix23",0.844296835047215,-0.467690397684995,"blue"
"Mrpl23",0.830703785465425,-0.58075415011936,"blue"
"Mtfr1l",0.801702769537987,-0.666750143404961,"blue"
"Mtln",0.827782020264159,-0.335436551851004,"blue"
"Myl12a",0.857802082978306,-0.35661075608593,"blue"
"Naca",0.832577253852468,-0.56735667744253,"blue"
"Ndufa1",0.931459254479046,-0.521387843722996,"blue"
"Ndufb11",0.825232175073777,-0.257537760717218,"blue"
"Ns5atp4",0.810745484329342,-0.360515454893616,"blue"
"Nsa2",0.807678731307629,-0.586813183166542,"blue"
"Paip2",0.834326889873872,-0.282053249364614,"blue"
"Pdap1",0.861144132326322,-0.491352678734612,"blue"
"Ppib",0.941386811382422,-0.404892198295871,"blue"
"Ppp1cb",0.854104047547015,-0.350665553625279,"blue"
"Ppp2r1a",0.856966249804311,-0.3287048073055,"blue"
"Prdx4",0.927528644516777,-0.602501129261881,"blue"
"Prkra",0.831258054056078,-0.331059132501244,"blue"
"Psma2",0.855157714773382,-0.322818034135253,"blue"
"Psme2",0.890797335212302,-0.544378634993522,"blue"
"Pttg1ip",0.89087767751696,-0.47389127776128,"blue"
"RGD1565131",0.881380760059346,-0.494736803831433,"blue"
"Rack1",0.803904100832333,-0.650448413215539,"blue"
"Rbp1",0.821953087217808,-0.645881295315927,"blue"
"Rpl10",0.902033515188576,-0.557159557251315,"blue"
"Rpl10a",0.869727131009563,-0.587550095320448,"blue"
"Rpl11",0.855583251175373,-0.658280438604839,"blue"
"Rpl12",0.906095794187336,-0.478478174917048,"blue"
"Rpl13",0.908958791176918,-0.544248209150931,"blue"
"Rpl13a",0.812473041893406,-0.520002303747764,"blue"
"Rpl19",0.823478715402009,-0.586348737097096,"blue"
"Rpl21",0.885654189155211,-0.574194587168805,"blue"
"Rpl23",0.867157178024887,-0.530847467222102,"blue"
"Rpl26",0.810185731037991,-0.542343403581858,"blue"
"Rpl27",0.924184994951351,-0.333090596759482,"blue"
"Rpl28",0.818533177036084,-0.58863728219193,"blue"
"Rpl3",0.836311191354839,-0.293328168407914,"blue"
"Rpl35",0.844156514774205,-0.558006911713047,"blue"
"Rpl36a",0.884351929280096,-0.447057296892014,"blue"
"Rpl37",0.862870503769717,-0.456828123653082,"blue"
"Rpl37a",0.900411049304749,-0.589944509784713,"blue"
"Rpl41",0.906125645040258,-0.475926899884841,"blue"
"Rpl5",0.824184718813986,-0.548223465775757,"blue"
"Rpl6",0.850738190718651,-0.5658245866604,"blue"
"Rpl7",0.878534030169353,-0.577562156573108,"blue"
"Rpl7a",0.863517647087123,-0.470292622122039,"blue"
"Rpl8",0.81450194113399,-0.555910673828784,"blue"
"Rpl9",0.84635320429238,-0.221680806944208,"blue"
"Rplp0",0.824864528686865,-0.549093793295128,"blue"
"Rplp1",0.836191562672255,-0.635267799042308,"blue"
"Rplp2",0.897332187414673,-0.548083618260716,"blue"
"Rpp14",0.880392996995274,-0.307724758052887,"blue"
"Rps10",0.837975856620053,-0.266617623374765,"blue"
"Rps12",0.884364150558453,-0.59309887880604,"blue"
"Rps15",0.82226212682874,-0.689504541669235,"blue"
"Rps15a",0.848036003555346,-0.67146168318967,"blue"
"Rps16",0.900573205631086,-0.528033240489669,"blue"
"Rps17",0.956074022840538,-0.376401915178319,"blue"
"Rps2",0.83511853272639,-0.568795308034742,"blue"
"Rps20",0.938185489569847,-0.476639713387776,"blue"
"Rps21",0.908085266328888,-0.5373914248964,"blue"
"Rps23",0.945935119576885,-0.498269848942996,"blue"
"Rps27",0.88953294873865,-0.486304729020778,"blue"
"Rps28",0.922233288674473,-0.481601053692745,"blue"
"Rps3",0.959503490547699,-0.482314195664075,"blue"
"Rps3a",0.868282866341835,-0.571767547539891,"blue"
"Rps4x",0.904806773885749,-0.458984821632594,"blue"
"Rps5",0.887605618070609,-0.592206982527269,"blue"
"Rps7",0.838059005989329,-0.3408176513707,"blue"
"Ruvbl1",0.812830173730235,-0.440863490035195,"blue"
"Sdhc",0.864883178077239,-0.460670634763566,"blue"
"Sec61b",0.890060672957539,-0.42603760453688,"blue"
"Sec61g",0.86259096318493,-0.352278025294412,"blue"
"Selenoh",0.913846055547214,-0.550995006346284,"blue"
"Selenok",0.84329620780159,-0.571740009553962,"blue"
"Selenos",0.872179189460189,-0.460533283218774,"blue"
"Sem1",0.852901164520512,-0.349198233657609,"blue"
"Serpinb9",0.81569606585254,-0.619295638817493,"blue"
"Sf3b6",0.90732229815331,-0.585268098529505,"blue"
"Sft2d1",0.802896591356375,-0.391679883444448,"blue"
"Slc25a4",0.861501144639768,-0.49069389378165,"blue"
"Slc25a5",0.859534237247642,-0.407389647269151,"blue"
"Smim11",0.847497161672152,-0.485922643953149,"blue"
"Smim26",0.810561627019496,-0.324324989716033,"blue"
"Snrpb",0.802139397238667,-0.280522812087058,"blue"
"Snrpd2",0.911655509482769,-0.597287554551984,"blue"
"Snrpg",0.84512963514511,-0.291919475718789,"blue"
"Spcs2",0.810217859894095,-0.249017030867987,"blue"
"Stoml2",0.867654760170164,-0.644980323067097,"blue"
"Sub1",0.882115859622367,-0.253668080999876,"blue"
"Svbp",0.829835140143141,-0.515365380061144,"blue"
"Thoc7",0.842982656636053,-0.583065993692116,"blue"
"Tmem14c",0.896343083821468,-0.445599600674452,"blue"
"Tpt1",0.833896986607477,-0.286151289853779,"blue"
"Trmt112",0.85677956347432,-0.433622858097049,"blue"
"Txndc17",0.801692599566649,-0.256453127453381,"blue"
"Ufm1",0.805438690872329,-0.39734697073522,"blue"
"Wdr1",0.817260636551873,-0.424007642993198,"blue"
"Zfp503",0.814132546752602,-0.321498128996796,"blue"
"mrpl9",0.894917683110364,-0.415628319668839,"blue"
"ATP8",0.824093717733623,0.449442459963712,"turquoise"
"Abcc5",0.905454080147291,0.445279983863296,"turquoise"
"Acin1",0.818467475846252,0.584649333114451,"turquoise"
"Adam33",0.808194091951717,0.246583449452433,"turquoise"
"Adnp",0.828558370830878,0.518776026348405,"turquoise"
"Agbl3",0.890678123107554,0.657310593505055,"turquoise"
"Akap17a",0.869060421955884,0.546061284586217,"turquoise"
"Akap8",0.807600223956794,0.257393833098986,"turquoise"
"Akap8l",0.97999553282176,0.520033664832066,"turquoise"
"Ankrd10",0.976018906775523,0.639979986145024,"turquoise"
"Ankrd13b",0.833017696783986,0.557924549179793,"turquoise"
"Ankzf1",0.87255595409805,0.633580735335779,"turquoise"
"Apex2",0.847366273778474,0.483035593546059,"turquoise"
"Arfip2",0.816126198747801,0.610346990713422,"turquoise"
"Arglu1",0.828089552063155,0.655341685484613,"turquoise"
"Arid4b",0.812800985889778,0.449422009780308,"turquoise"
"Arl13b",0.806436699690815,0.549325869616511,"turquoise"
"Arl15",0.885649965090305,0.529816730742591,"turquoise"
"Arsl",0.891906786766214,0.500468541618729,"turquoise"
"Baz2a",0.832775137841051,0.441061843216518,"turquoise"
"Baz2b",0.942489396321705,0.522590538011217,"turquoise"
"Bbof1",0.810598771312112,0.606104913294855,"turquoise"
"Bcl2l1",0.876854374113151,0.488244081751757,"turquoise"
"Bclaf1",0.873556841401021,0.537841662538749,"turquoise"
"Bmp1",0.808983444694632,0.37616620748409,"turquoise"
"Brwd1",0.83156281711897,0.503312256033281,"turquoise"
"Cacnb2",0.875911568535107,0.525302508665519,"turquoise"
"Camta1",0.801081400732545,0.383349666985319,"turquoise"
"Camta2",0.901983172733852,0.45068391707627,"turquoise"
"Cc2d1a",0.821333649876873,0.420635479149403,"turquoise"
"Cc2d2a",0.80459343081094,0.449657857985384,"turquoise"
"Ccdc191",0.814432037844397,0.530550014334883,"turquoise"
"Ccdc30",0.807066842382395,0.383309154817662,"turquoise"
"Ccdc62",0.951519285377113,0.595726958941431,"turquoise"
"Ccdc88a",0.839081378215773,0.425942972556248,"turquoise"
"Ccdc9",0.94858891569275,0.494377026500477,"turquoise"
"Ccnl1",0.927906322836645,0.681281264396521,"turquoise"
"Ccnl2",0.94196392506069,0.60784357307407,"turquoise"
"Ccnt2",0.942193835103126,0.664564997427378,"turquoise"
"Cdk12",0.866977539685105,0.568938521096122,"turquoise"
"Cdv3",0.826784317385424,0.48808511121933,"turquoise"
"Cenatac",0.819554370830663,0.488343158023792,"turquoise"
"Cfap99",0.843037729342009,0.590623761052586,"turquoise"
"Clec2dl1",0.826457226305765,0.456153037828574,"turquoise"
"Clk1",0.893439503117602,0.571929395522255,"turquoise"
"Clk2",0.832349583085522,0.557540502836337,"turquoise"
"Clk4",0.842491152770115,0.607326517631978,"turquoise"
"Col20a1",0.810618056896408,0.458097359134204,"turquoise"
"Col27a1",0.869223438235254,0.442814237701674,"turquoise"
"Cpsf6",0.805393256294545,0.449857494872261,"turquoise"
"Cpsf7",0.836795206487422,0.515883477074876,"turquoise"
"Crocc2",0.855945233062759,0.608985336837161,"turquoise"
"Crtc1",0.848278469658531,0.461276367214565,"turquoise"
"Cspp1",0.937610588775163,0.600796650787538,"turquoise"
"Dancr",0.860286166070863,0.646905197234968,"turquoise"
"Dclre1c",0.807653323386698,0.504728804480006,"turquoise"
"Ddx17",0.896532793794693,0.474872669660911,"turquoise"
"Ddx5",0.847283033889476,0.65711911720259,"turquoise"
"Dgcr2",0.868224760170476,0.405310201106213,"turquoise"
"Dgkz",0.89019350086907,0.543989126627653,"turquoise"
"Dhrsx",0.831840315384328,0.4644026355498,"turquoise"
"Dot1l",0.922794079763946,0.456946440859501,"turquoise"
"Ermard",0.925969395383386,0.564399889373131,"turquoise"
"F8",0.814057227133857,0.492665882078782,"turquoise"
"Fam193b",0.851919761676594,0.534859721222857,"turquoise"
"Fam219a",0.833796664826599,0.58183417776278,"turquoise"
"Fam227a",0.873925742447779,0.658483881143913,"turquoise"
"Fbxl19",0.862049246518424,0.524849256238941,"turquoise"
"Fbxl20",0.843850637457624,0.384518362587897,"turquoise"
"Fhip2b",0.854887544417125,0.354713973132669,"turquoise"
"Fhod1",0.854350154726817,0.620775796658748,"turquoise"
"Fnbp4",0.935220065574549,0.490254322344377,"turquoise"
"Frmd5",0.818119197441649,0.574715639834966,"turquoise"
"Gabbr1",0.927772678055591,0.507200715671858,"turquoise"
"Galnt10",0.851024288862752,0.436341373235423,"turquoise"
"Gga3",0.876170073315033,0.604166871433276,"turquoise"
"Gpatch4",0.808052239719676,0.528503180850987,"turquoise"
"Gpatch8",0.884730790003268,0.327965863299596,"turquoise"
"Greb1",0.873341377645931,0.565451031171697,"turquoise"
"Grin2b",0.81698874461552,0.391360815441676,"turquoise"
"Gripap1",0.842056502470719,0.61558444586344,"turquoise"
"Gtf3c2",0.896243705119581,0.405680430054947,"turquoise"
"H2bc18",0.914355249234473,0.535025130636437,"turquoise"
"Hnrnpdl",0.843726964154369,0.535266158360894,"turquoise"
"Idua",0.902054427583006,0.498477736701439,"turquoise"
"Iffo1",0.875335894772857,0.427366649190132,"turquoise"
"Ints6l",0.841264580822693,0.486887773214663,"turquoise"
"Iqsec2",0.826478324678588,0.488054422362319,"turquoise"
"Irf3",0.91303653601912,0.540277720590513,"turquoise"
"Kansl1l",0.907010059834249,0.506135484303518,"turquoise"
"Kdm6b",0.813586346997918,0.422468688701664,"turquoise"
"Khnyn",0.809832825390845,0.369765296410664,"turquoise"
"Kmt5c",0.915663612091811,0.487969096201016,"turquoise"
"LOC100911221",0.869535643867739,0.586770780145846,"turquoise"
"LOC100912031",0.913282989726856,0.623985277874964,"turquoise"
"LOC102550527",0.894721948277867,0.747606057536885,"turquoise"
"LOC102550657",0.835292444017417,0.549919725731768,"turquoise"
"LOC102552294",0.858119563976663,0.558182519901173,"turquoise"
"LOC102553329",0.852578985529306,0.420753617522112,"turquoise"
"LOC102554605",0.843270908932049,0.341526030087349,"turquoise"
"LOC102555978",0.882170557891802,0.37290107752531,"turquoise"
"LOC103691564",0.820374116707386,0.431034472317143,"turquoise"
"LOC103692527",0.880937658568089,0.34106918593999,"turquoise"
"LOC103693508",0.920439216306818,0.546329123085953,"turquoise"
"LOC103693867",0.82757901056218,0.359020959752392,"turquoise"
"LOC108350082",0.965661590394792,0.570639245729619,"turquoise"
"LOC108351595",0.877824756336111,0.487013380281183,"turquoise"
"LOC108352541",0.913509721462005,0.523764343222514,"turquoise"
"LOC108352560",0.917831694381644,0.506120117123787,"turquoise"
"LOC120093201",0.938298141909759,0.538026506575055,"turquoise"
"LOC120093204",0.933872354482229,0.507133957691264,"turquoise"
"LOC120093578",0.887492652965271,0.49349746057431,"turquoise"
"LOC120093678",0.928183388717124,0.475289261840626,"turquoise"
"LOC120094123",0.837451972674915,0.427493283250527,"turquoise"
"LOC120094148",0.925949892806438,0.524991399882763,"turquoise"
"LOC120094341",0.933851203690949,0.463798734194203,"turquoise"
"LOC120094342",0.844388733028186,0.409068355156253,"turquoise"
"LOC120094343",0.905486816660596,0.614270658294114,"turquoise"
"LOC120094808",0.88721759919339,0.466292672387164,"turquoise"
"LOC120095074",0.861451632594958,0.464866828100856,"turquoise"
"LOC120095080",0.909130595583394,0.459322073294248,"turquoise"
"LOC120095166",0.919354866040664,0.512098288166235,"turquoise"
"LOC120095195",0.932826483801128,0.44485069631909,"turquoise"
"LOC120095271",0.903284092481337,0.472548746010568,"turquoise"
"LOC120095280",0.810243964711913,0.458234839324857,"turquoise"
"LOC120095676",0.889484168521999,0.443935991138121,"turquoise"
