"gene","moduleMembership","GS.trait","moduleName"
"Atp5f1b",0.841236447156873,-0.254504454733725,"turquoise"
"Atp5f1e",0.862693348031198,-0.287628038518872,"turquoise"
"Atp5me",0.831282818455197,-0.361389779211279,"turquoise"
"Bbip1",0.813682720967441,-0.376492734093677,"turquoise"
"C5h1orf122",0.83577421187134,-0.403993035157675,"turquoise"
"C8h11orf71",0.836878345226395,-0.563610251632171,"turquoise"
"Cdkn3",0.894049882816271,-0.344215194041399,"turquoise"
"Cmtm2a",0.809213931398337,-0.336108183173163,"turquoise"
"Commd3",0.80469733642753,-0.234537859252337,"turquoise"
"Cox4i1",0.844205223433798,-0.336738576315962,"turquoise"
"Cox5b",0.906463001352801,-0.272162433310025,"turquoise"
"Dctn6",0.845383021266772,-0.501145503205466,"turquoise"
"Dnajb1",0.854718066027704,-0.24888818184971,"turquoise"
"Dnajb3",0.856064886474412,-0.329480414219668,"turquoise"
"Dnajc4",0.817195924969496,-0.436376555984821,"turquoise"
"Dph3",0.876908704236086,-0.566648956146891,"turquoise"
"Dynll1",0.849816209517792,-0.256485827052172,"turquoise"
"Eif2s2",0.818438554036836,-0.254509788590245,"turquoise"
"Elob",0.827779793644225,-0.258886758621773,"turquoise"
"Eno1",0.862359416903847,-0.588546825866022,"turquoise"
"Fam229b",0.808792948169689,-0.240602474209646,"turquoise"
"Fau",0.860179273964664,-0.550717197364994,"turquoise"
"Fbxo36",0.865604229725879,-0.352293057680815,"turquoise"
"Fhl4",0.855934916988787,-0.41165078627353,"turquoise"
"Galntl5",0.839353180130854,-0.243432186444953,"turquoise"
"Gapdhs",0.840733947397521,-0.493418521053101,"turquoise"
"Gstt4",0.822971953862754,-0.317103127903393,"turquoise"
"H2az1",0.838915311745401,-0.373275883683638,"turquoise"
"Hspb9",0.90379749353391,-0.502916219763864,"turquoise"
"Iqcf5",0.917484995050849,-0.319121328501111,"turquoise"
"Isca1",0.840492034113771,-0.474502117947871,"turquoise"
"Kcmf1",0.812301729722564,-0.263360641477084,"turquoise"
"Klhl10",0.853064290881199,-0.277251693371514,"turquoise"
"LOC100910620",0.827744931965643,-0.388430431528112,"turquoise"
"LOC102546322",0.848416308716184,-0.279272678259177,"turquoise"
"LOC102554396",0.829997852707331,-0.282316591396859,"turquoise"
"LOC102557108",0.819016460268482,-0.278529194288787,"turquoise"
"LOC103691261",0.815894893737399,-0.396863341401721,"turquoise"
"LOC120100868",0.8597930984281,-0.454609279502183,"turquoise"
"LOC498675",0.836791387317824,-0.387949101921973,"turquoise"
"Misp3",0.835060758410403,-0.381940387297081,"turquoise"
"Morn5",0.817358114777065,-0.340816870241221,"turquoise"
"Ms4a19",0.83742599889077,-0.277172240255216,"turquoise"
"Ms4a5",0.835757047589146,-0.288737214317702,"turquoise"
"Ndufb8",0.838963072388218,-0.385966754013,"turquoise"
"Ntpcr",0.814907771947391,-0.328977976248615,"turquoise"
"Nupr2",0.873923591000851,-0.335774886086035,"turquoise"
"Nxt1",0.87736880642461,-0.316083557652771,"turquoise"
"Paip2",0.88060724654464,-0.440776080350532,"turquoise"
"Pgk2",0.877272480660224,-0.294631660242017,"turquoise"
"Ppp2r3c",0.882712048943938,-0.388321205466126,"turquoise"
"Ppp3r2",0.884205654242101,-0.278307626247628,"turquoise"
"Prm2",0.841474301522979,-0.461943623482231,"turquoise"
"Psma6",0.915891281311879,-0.287570734975129,"turquoise"
"Psmb5",0.945549839084133,-0.298228375025479,"turquoise"
"Ptp4a1",0.816262598798151,-0.505198196674336,"turquoise"
"Rangrf",0.884928027580606,-0.354615098479896,"turquoise"
"Rdh11",0.825906315553198,-0.357870978082751,"turquoise"
"Rfc4",0.922541658542798,-0.382791707865812,"turquoise"
"Rffl",0.84529715670533,-0.286311981934784,"turquoise"
"Rpl28",0.822550677596453,-0.205483088256964,"turquoise"
"Rpl7",0.855551481451206,-0.51811154290995,"turquoise"
"Skp1",0.813160217640275,-0.3681479772962,"turquoise"
"Slc25a39",0.823158676825065,-0.367888273408921,"turquoise"
"Snx3",0.823226659665403,-0.491055355033305,"turquoise"
"Spata18",0.800127628644375,-0.281501727403622,"turquoise"
"Spata19",0.831707208629555,-0.220097950979582,"turquoise"
"Spz1",0.854043342482898,-0.308578247099665,"turquoise"
"Stard6",0.802183839645766,-0.442548853903884,"turquoise"
"Stpg4",0.860160075935303,-0.246167797586405,"turquoise"
"Tcp10b",0.831610986052037,-0.336678458936254,"turquoise"
"Tmem239",0.840787460482226,-0.488020446964125,"turquoise"
"Tpi1",0.822682398871108,-0.442975764215845,"turquoise"
"Trim28",0.808249595392317,-0.475211378938747,"turquoise"
"Txn2",0.820864966417698,-0.342871363303208,"turquoise"
"Uba52",0.883361620555859,-0.569592945195488,"turquoise"
"Uqcr10",0.868268929110871,-0.258876036620318,"turquoise"
"Uqcr11",0.867329437710015,-0.410717242585841,"turquoise"
"Uqcrfs1",0.916446691590944,-0.311803621139511,"turquoise"
"Ybx2",0.814014777863311,-0.389097548321861,"turquoise"
"__ambiguous",0.866146680582887,-0.287885442229638,"turquoise"
"Brd8",0.809463754399039,0.423952417751515,"red"
"Catsper4",0.874770070238769,0.548634665639263,"red"
"Ccnl1",0.835366319589674,0.351009002583361,"red"
"Cdk12",0.857913574553223,0.601653400616359,"red"
"Cftr",0.8415580977894,0.472072811855777,"red"
"Itih3",0.830178966996951,0.501302150610995,"red"
"LOC102547286",0.867903942058445,0.422326234031665,"red"
"LOC102551596",0.806476999018811,0.377582702471835,"red"
"LOC103690174",0.903121333165341,0.602602687019424,"red"
"LOC120095652",0.931899010207098,0.388420740395927,"red"
"LOC120096696",0.831829213152541,0.529182303420491,"red"
"LOC120099956",0.911242798716375,0.494734007540712,"red"
"LOC120100691",0.820927762798076,0.41627788225803,"red"
"LOC120101733",0.859257351098768,0.682272148763962,"red"
"LOC120102398",0.874225523809638,0.416123334315534,"red"
"LOC300308",0.82940810584693,0.63448107263281,"red"
"LOC301165",0.856947679524192,0.424832363694554,"red"
"LOC689268",0.86365686869313,0.507060563931292,"red"
"LOC690235",0.811908246586193,0.62057030280653,"red"
"Lrap",0.905428271621613,0.507080661287149,"red"
"Luc7l3",0.848171171254942,0.434156608012255,"red"
"Mbd6",0.898926597294452,0.525171450028465,"red"
"Oga",0.870706622173693,0.411713755022539,"red"
"Pabpn1",0.813261263185959,0.57809616151104,"red"
"Pnisr",0.863974670170668,0.543276335577811,"red"
"Pnn",0.887787078767055,0.591710342923537,"red"
"Ranbp10",0.838560019752063,0.473147482668752,"red"
"Rasip1",0.848105904286932,0.568622298063487,"red"
"Rbbp6",0.906813062090538,0.60930367387958,"red"
"Rsrc2",0.825171352161488,0.399755647965416,"red"
"Senp18",0.895219337470941,0.354962703141309,"red"
"Slc25a41",0.808005730341436,0.40004222098447,"red"
"Smokl1",0.88327469300148,0.293773235300076,"red"
"Snrnp70",0.887135972320017,0.49561470135397,"red"
"Srsf5",0.940306064439942,0.533467975585274,"red"
"Tex51",0.904589603582273,0.505676315866343,"red"
